Número de orden;cliente_hash;Fecha;Estado de la orden;Estado del pago;Estado del envío;Moneda;Subtotal de productos;Descuento;Costo de envío;Total;Provincia o estado;País;Medio de envío;Medio de pago;Cupón de descuento;Fecha de pago;Fecha de envío;Nombre del producto;Precio del producto;Cantidad del producto;SKU;Canal;Identificador de la orden;Producto Físico;Sucursal de venta;Fecha y hora de cancelación;Motivo de cancelación;Orden editada;Saldo a cobrar / reembolsar;Reembolso;Costo de procesamiento;Cantidad de cuotas;Interés por cuotas;Impuestos;Devolución de cargos;Total neto;Forma de pago;Dinero disponible para retirar a partir de;Estado del contracargo;Fecha de reembolso;Fecha de vencimiento del pago;Venta original
6024;30f1b1096c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot cocoa);10000;2;082353010608;;;Sí;;;;;;;;;;;;;;;;;;
6024;30f1b1096c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;;;Sí;;;;;;;;;;;;;;;;;;
6024;30f1b1096c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (terracotta);10000;2;082353010653;;;Sí;;;;;;;;;;;;;;;;;;
6024;30f1b1096c;;;;;;;;;;;;;;;;;The ordinary - Hyaluronic Acid + B5 (Sérum de Ácido Hialurónico con B5);60801.01;1;769915190199;;;Sí;;;;;;;;;;;;;;;;;;
6024;30f1b1096c;;;;;;;;;;;;;;;;;Good molecules - Niacinamida Serum;52338.02;1;810019610530;;;Sí;;;;;;;;;;;;;;;;;;
6024;30f1b1096c;;;;;;;;;;;;;;;;;Tocobo - Cica calming sun serum SPF50 + PA++++;64999.89;1;8809835060447;;;Sí;;;;;;;;;;;;;;;;;;
6023;03f3b7366c;16/04/2026 15:42:46;Archivada;Recibido;Enviado;ARS;80000;0.00;5000;85000;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;16/04/2026;22/04/2026;(MAYORISTA) Beauty creations - Wooden Lip Pencil (12 unid);80000;1;;Móvil;1948426620;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6022;038408ddf7;15/04/2026 19:01:17;Archivada;Recibido;Entregado;ARS;36000;9000.00;0;27000;Gran Buenos Aires;Argentina;Beauty House;Efectivo (Billete);;16/04/2026;16/04/2026;SHOOW TOOLS - FOXY #1 (1 PAIR);12000;1;850056827201;Móvil;1947810247;Sí;;;;No;;;;;;;;;Efectivo;;;;;
6022;038408ddf7;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #3 (1 PAIR);12000;2;850056827225;;;Sí;;;;;;;;;;;;;;;;;;
6021;658576e05c;15/04/2026 18:02:10;Archivada;Recibido;Entregado;ARS;112500;22500.00;9279;99279;Santa Fe;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Transferencia o depósito;POS-ORDER-1776286922060;16/04/2026;08/05/2026;Radiant Creamy Concealer with Hydrating Medium Coverage (custard);112500;1;;Punto de venta;1947773030;Sí;Beauty House;;;No;;;;;;;;;Transferencia o depósito;;;;;
6019;2e906ab848;14/04/2026 22:16:32;Archivada;Recibido;Entregado;ARS;60000;12000.00;9920;57920;Córdoba;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;14/04/2026;24/04/2026;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);30000;1;;Móvil;1947203485;Sí;;;;No;;;711.02;;;;;57208.98;Transferencia o depósito;14/04/2026 22:17:55;;;17/04/2026 23:59:59;
6019;2e906ab848;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6018;d8d476a470;14/04/2026 20:42:22;Archivada;Recibido;Entregado;ARS;72000;23040.00;12185;61145;Buenos Aires;Argentina;Envío Nube - Correo Argentino Expreso a domicilio;Pago Nube;LUCIAN15;14/04/2026;23/04/2026;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;Móvil;1947052934;Sí;;;;No;;;750.61;;;;;60394.39;Transferencia o depósito;14/04/2026 20:44:13;;;17/04/2026 23:59:59;
6018;d8d476a470;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
6017;9d213dc75d;14/04/2026 18:28:20;Archivada;Recibido;Entregado;ARS;38000;7600.00;6864;37264;Jujuy;Argentina;Punto de retiro;Pago Nube;;15/04/2026;21/04/2026;SHOOW TOOLS - MANIQUI DE SILICONA PARA MAQUILLAJES (Grises);38000;1;888877776666;Móvil;1947012151;Sí;;;;No;;;457.45;;;;;36806.55;Transferencia o depósito;15/04/2026 11:29:58;;;17/04/2026 23:59:59;
6015;712cc02a8f;14/04/2026 17:34:06;Archivada;Recibido;Entregado;ARS;66000;0.00;10394.74;76394.74;San Juan;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;14/04/2026;20/04/2026;SHOOW TOOLS - SOFT & SHORT (10PAIRS);36000;1;850056827010;Móvil;1942850828;Sí;;;;No;;;5579.56;1;;;;70815.18;Tarjeta de crédito;14/04/2026 17:34:09;;;;
6015;712cc02a8f;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6014;457733955a;14/04/2026 16:55:03;Archivada;Recibido;Entregado;ARS;30000;4500.00;0;25500;Gran Buenos Aires;Argentina;MANDO A RETIRAR ;Pago Nube;LUCIAN15;14/04/2026;15/04/2026;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);30000;1;;Móvil;1946963777;Sí;;;;No;;;1862.41;1;;;;23637.59;Tarjeta de crédito;14/04/2026 16:55:05;;;;
6013;300105b700;14/04/2026 13:20:00;Archivada;Recibido;Entregado;ARS;20000;4000.00;8688;24688;Gran Buenos Aires;Argentina;Envío Nube - Correo Argentino Expreso a domicilio;Pago Nube;;14/04/2026;17/04/2026;Italia deluxe - Delineadores de labios (natural beige);10000;1;082353010523;Móvil;1946550030;Sí;;;;No;;;303.06;;;;;24384.94;Transferencia o depósito;14/04/2026 13:22:01;;;17/04/2026 23:59:59;
6013;300105b700;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;;;Sí;;;;;;;;;;;;;;;;;;
6012;513e68df79;14/04/2026 12:46:42;Archivada;Recibido;Entregado;ARS;156000;39000.00;0;117000;Capital Federal;Argentina;Beauty House;Efectivo (Billete);;18/04/2026;18/04/2026;SHOOW TOOLS - Elizabeth Taylor (BLACK);30000;1;;Móvil;1946791939;Sí;;;;No;;;;;;;;;Efectivo;;;;;
6012;513e68df79;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6012;513e68df79;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6012;513e68df79;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6012;513e68df79;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
6011;35e671db47;14/04/2026 12:26:44;Archivada;Recibido;Entregado;ARS;60000;15000.00;0;45000;Gran Buenos Aires;Argentina;Beauty House;Efectivo (Billete);;14/04/2026;14/04/2026;"BH - PESTAÑAS ""SOCIAL DRAG VIBE"" (20 PARES)";60000;1;;Móvil;1946775419;Sí;;;;No;;;;;;;;;Efectivo;;;;;
6010;1cd396d9c0;14/04/2026 12:21:43;Archivada;Recibido;Enviado;ARS;152000;42640.00;5000;114360;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;LUCIAN15;14/04/2026;22/04/2026;MOONSHINE POMPÓN - ILUMINADOR CORPORAL;24000;1;;Web;1946754525;Sí;;;;No;;;1403.88;;;2859.00;;110097.12;Transferencia o depósito;14/04/2026 12:27:50;;;17/04/2026 23:59:59;
6010;1cd396d9c0;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6010;1cd396d9c0;;;;;;;;;;;;;;;;;SHOOW TOOLS - The clippers quartette (hebillas) Hair clips;18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6010;1cd396d9c0;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (terracotta);10000;1;082353010653;;;Sí;;;;;;;;;;;;;;;;;;
6010;1cd396d9c0;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot cocoa);10000;1;082353010608;;;Sí;;;;;;;;;;;;;;;;;;
6010;1cd396d9c0;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;;;Sí;;;;;;;;;;;;;;;;;;
6010;1cd396d9c0;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Brown);10000;1;082353010400;;;Sí;;;;;;;;;;;;;;;;;;
6010;1cd396d9c0;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6010;1cd396d9c0;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Dusty rose);10000;1;082353010424;;;Sí;;;;;;;;;;;;;;;;;;
6009;2a726fab17;14/04/2026 12:04:27;Archivada;Recibido;Enviado;ARS;30000;0.00;5000;35000;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;14/04/2026;16/04/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;Móvil;1946366588;Sí;;;;No;;;2556.26;1;;875.00;;31568.74;Tarjeta de crédito;14/04/2026 12:04:29;;;;
6008;3dd672c9cc;14/04/2026 11:58:26;Archivada;Recibido;Entregado;ARS;166000;41500.00;0;124500;;Argentina;Retirado en Punto de Venta;Transferencia o depósito;POS-ORDER-1776178416521;14/04/2026;14/04/2026;Italia deluxe - Delineadores de labios (12 UNID);60000;1;;Punto de venta;1946763013;Sí;Beauty House;;;No;;;;;;;;;Transferencia o depósito;;;;;
6008;3dd672c9cc;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
6008;3dd672c9cc;;;;;;;;;;;;;;;;;SHOOW TOOLS - Elizabeth Taylor (BLACK);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6008;3dd672c9cc;;;;;;;;;;;;;;;;;ITALIA DELUXE - LAPIZ DELINEADOR DE OJOS (White);10000;2;082353010042;;;Sí;;;;;;;;;;;;;;;;;;
6008;3dd672c9cc;;;;;;;;;;;;;;;;;ITALIA DELUXE - LAPIZ DELINEADOR DE OJOS (black);10000;2;082353010011;;;Sí;;;;;;;;;;;;;;;;;;
6007;6796b8c8b9;14/04/2026 11:42:42;Archivada;Recibido;Entregado;ARS;153000;48960.00;9599.02;113639.02;Buenos Aires;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;LUCIAN15;14/04/2026;20/04/2026;SHOOW TOOLS - The triangle powder puff duo;15000;1;;Web;1946703958;Sí;;;;No;;;1395.03;;;;;112243.99;Transferencia o depósito;14/04/2026 11:48:23;;;17/04/2026 23:59:59;
6007;6796b8c8b9;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6007;6796b8c8b9;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
6007;6796b8c8b9;;;;;;;;;;;;;;;;;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);36000;1;850056827003;;;Sí;;;;;;;;;;;;;;;;;;
6007;6796b8c8b9;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
6005;cde6bde978;13/04/2026 20:57:06;Archivada;Recibido;Enviado;ARS;54000;10800.00;8000;51200;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;13/04/2026;16/04/2026;SHOOW TOOLS - SO CLASSY (1 PAIR);12000;1;850056827140;Móvil;1946363125;Sí;;;;No;;;628.53;;;;;50571.47;Transferencia o depósito;13/04/2026 21:04:02;;;16/04/2026 23:59:59;
6005;cde6bde978;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFT & SHORT (1 PAIR);12000;1;850056827133;;;Sí;;;;;;;;;;;;;;;;;;
6005;cde6bde978;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6003;d68fa16b82;13/04/2026 17:21:56;Archivada;Recibido;Entregado;ARS;10000;2000.00;8000;16000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;13/04/2026;10/05/2026;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;Móvil;1945960625;Sí;;;;No;;;196.41;;;;;15803.59;Transferencia o depósito;13/04/2026 17:23:51;;;16/04/2026 23:59:59;
6002;2ec5b4d4c9;13/04/2026 16:58:26;Archivada;Recibido;Enviado;ARS;456324.94;0.00;5000;461324.94;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;13/04/2026;16/04/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;Móvil;1946062978;Sí;;;;No;;;33693.33;3;45649.02;11533.12;;370449.47;Tarjeta de crédito;13/04/2026 16:58:28;;;;
6002;2ec5b4d4c9;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
6002;2ec5b4d4c9;;;;;;;;;;;;;;;;;URBAN DECAY - ALL NIGHTER WATERPROOF SETTING SPRAY;134999.88;1;3605971305887;;;Sí;;;;;;;;;;;;;;;;;;
6002;2ec5b4d4c9;;;;;;;;;;;;;;;;;KVD - ULTRA INK LINER BLACK;108225.02;1;810763035900;;;Sí;;;;;;;;;;;;;;;;;;
6002;2ec5b4d4c9;;;;;;;;;;;;;;;;;MAKEUP BY MARIO - SOFTSCULPT TRANSFORMING SKIN ENHANCER (LIGHT MEDIUM);110499.96;1;810050381949;;;Sí;;;;;;;;;;;;;;;;;;
6002;2ec5b4d4c9;;;;;;;;;;;;;;;;;NARS - Mini Radiant Creamy Concealer (Creme brulee);54600.08;1;607845019756;;;Sí;;;;;;;;;;;;;;;;;;
6001;2ad2853cbb;13/04/2026 12:32:42;Archivada;Recibido;Entregado;ARS;120000;0.00;0;120000;Gran Buenos Aires;Argentina;Punto de retiro;Pago Nube;;13/04/2026;17/04/2026;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;Móvil;1945701389;Sí;;;;No;;;8764.32;3;11874.24;;;99361.44;Tarjeta de crédito;13/04/2026 12:32:46;;;;
6001;2ad2853cbb;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6001;2ad2853cbb;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6001;2ad2853cbb;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5998;9be1cc7bd6;12/04/2026 22:16:24;Archivada;Recibido;Entregado;ARS;80000;0.00;9279;89279;Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;12/04/2026;20/04/2026;(MAYORISTA) Beauty creations - Wooden Lip Pencil (12 unid);80000;1;;Web;1945623767;Sí;;;;No;;;6520.58;1;;;;82758.42;Tarjeta de crédito;12/04/2026 22:16:27;;;;
5997;6d1c9aa408;12/04/2026 21:54:59;Archivada;Recibido;Entregado;ARS;60000;0.00;10716;70716;Mendoza;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Mercado Pago;;12/04/2026;21/04/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;2;;Móvil;1945647614;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
5996;a811fb330a;12/04/2026 20:42:01;Archivada;Recibido;Entregado;ARS;54000;10800.00;9279;52479;Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;12/04/2026;19/07/2026;BANDAS PARA MEZCLAR - DESCARTABLES (10UNID);12000;2;222233334444;Móvil;1913701260;Sí;;;;No;;;644.23;;;;;51834.77;Transferencia o depósito;12/04/2026 20:44:21;;;15/04/2026 23:59:59;
5996;a811fb330a;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5995;762f88cc35;12/04/2026 18:05:56;Archivada;Recibido;Listo para enviar;ARS;120000;0.00;0;120000;Gran Buenos Aires;Argentina;Beauty House;Pago Nube;;12/04/2026;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;2;;Móvil;1945463275;Sí;;;;No;;;8764.32;3;11874.24;;;99361.44;Tarjeta de crédito;12/04/2026 18:05:59;;;;
5995;762f88cc35;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);30000;2;;;;Sí;;;;;;;;;;;;;;;;;;
5994;92f14a8f81;12/04/2026 14:11:13;Archivada;Recibido;Enviado;ARS;120000;0.00;8000;128000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;12/04/2026;16/04/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;Móvil;1945311533;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
5994;92f14a8f81;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5994;92f14a8f81;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5994;92f14a8f81;;;;;;;;;;;;;;;;;SHOOW TOOLS - Elizabeth Taylor (BLACK);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5989;e2d61560a7;11/04/2026 11:11:20;Archivada;Recibido;Entregado;ARS;66000;0.00;5327;71327;Gran Buenos Aires;Argentina;Punto de retiro;Mercado Pago;;11/04/2026;18/04/2026;SHOOW TOOLS - Elizabeth Taylor (BLACK);30000;1;;Móvil;1941435944;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
5989;e2d61560a7;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
5987;8b0e14e483;10/04/2026 16:07:39;Archivada;Recibido;Entregado;ARS;180000;36000.00;6673;150673;Corrientes;Argentina;Punto de retiro;Pago Nube;;10/04/2026;15/04/2026;Italia deluxe - Delineadores de labios (Mauve);5000;12;082353010547;Web;1943968242;Sí;;;;No;;;;;;;;;Transferencia o depósito;10/04/2026 16:18:49;;;13/04/2026 23:59:59;
5987;8b0e14e483;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Chocolate);5000;12;082353010332;;;Sí;;;;;;;;;;;;;;;;;;
5987;8b0e14e483;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (terracotta);5000;12;082353010653;;;Sí;;;;;;;;;;;;;;;;;;
5986;cc1f481150;09/04/2026 17:30:43;Archivada;Recibido;Entregado;ARS;117000;23400.00;0;93600;Buenos Aires;Argentina;Punto de retiro;Pago Nube;;09/04/2026;15/04/2026;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;Móvil;1943350145;Sí;;;;No;;;1149.03;;;;;92450.97;Transferencia o depósito;09/04/2026 17:34:33;;;12/04/2026 23:59:59;
5986;cc1f481150;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
5986;cc1f481150;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5986;cc1f481150;;;;;;;;;;;;;;;;;SHOOW TOOLS - The triangle powder puff duo;15000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5985;712e2e375a;09/04/2026 10:37:59;Archivada;Recibido;Entregado;ARS;51000;10200.00;0;40800;Capital Federal;Argentina;MANDO A RETIRAR ;Pago Nube;;09/04/2026;16/04/2026;SHOOW TOOLS - Triangle powder puff (3 units);15000;1;;Web;1943073504;Sí;;;;No;;;;;;;;;Transferencia o depósito;09/04/2026 11:18:01;;;12/04/2026 23:59:59;
5985;712e2e375a;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
5984;8c168f9306;09/04/2026 08:53:13;Archivada;Recibido;Entregado;ARS;30000;6000.00;0;24000;Buenos Aires;Argentina;MANDO A RETIRAR ;Pago Nube;;09/04/2026;13/04/2026;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);30000;1;;Móvil;1942259733;Sí;;;;No;;;294.62;;;;;23705.38;Transferencia o depósito;09/04/2026 08:54:09;;;12/04/2026 23:59:59;
5983;98d400643e;08/04/2026 17:36:14;Archivada;Recibido;Entregado;ARS;143820.14;28764.03;5901;120957.11;Gran Buenos Aires;Argentina;Punto de retiro;Pago Nube;;08/04/2026;14/04/2026;JESSUP- FACE COLLETION 5 EN 1 (T503);68820.05;1;6976074375037;Móvil;1938880839;Sí;;;;No;;;1484.86;;;;;119472.25;Transferencia o depósito;08/04/2026 17:37:43;;;11/04/2026 23:59:59;
5983;98d400643e;;;;;;;;;;;;;;;;;JESSUP - 6-IN-3 FACE BRUSH COLLECTION (PEACH DUST) T508;75000.09;1;69760074375082;;;Sí;;;;;;;;;;;;;;;;;;
5982;2805d0ea60;08/04/2026 15:54:36;Archivada;Recibido;Enviado;ARS;30000;6000.00;5000;29000;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;08/04/2026;09/04/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;Móvil;1942504776;Sí;;;;No;;;356.00;;;725.00;;27919.00;Transferencia o depósito;08/04/2026 16:29:29;;;11/04/2026 23:59:59;
5981;30f1b1096c;08/04/2026 15:04:44;Archivada;Recibido;Enviado;ARS;90000;95000.00;5000;0;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pedido con 100% de descuento;INFLUENCERSVIDAL;08/04/2026;09/04/2026;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;3;;Web;1942469539;Sí;;;;No;;;;;;;;;Pedido con 100% de descuento;;;;;
5980;30f1b1096c;08/04/2026 15:00:56;Archivada;Recibido;Enviado;ARS;271334.09;276334.09;5000;0;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pedido con 100% de descuento;INFLUENCERSVIDAL;08/04/2026;09/04/2026;Tarte cosmetics - shape tape (12N Fair Neutral);116300;1;846733017997;Web;1941579760;Sí;;;;No;;;;;;;;;Pedido con 100% de descuento;;;;;
5980;30f1b1096c;;;;;;;;;;;;;;;;;URBAN DECAY - 24/7 MOONDUST EYESHADOW (SPACE COWBOY);67999.95;1;3605972549686;;;Sí;;;;;;;;;;;;;;;;;;
5980;30f1b1096c;;;;;;;;;;;;;;;;;NYX - SETTING SPRAY MATTE FINISH;47034.14;1;800897813710;;;Sí;;;;;;;;;;;;;;;;;;
5980;30f1b1096c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Natural);10000;1;082353010332;;;Sí;;;;;;;;;;;;;;;;;;
5980;30f1b1096c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;;;Sí;;;;;;;;;;;;;;;;;;
5980;30f1b1096c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;;;Sí;;;;;;;;;;;;;;;;;;
5980;30f1b1096c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot red);10000;1;082353010479;;;Sí;;;;;;;;;;;;;;;;;;
5979;bb213d1e65;08/04/2026 10:09:10;Archivada;Recibido;Entregado;ARS;124000;0.00;8000;132000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;08/04/2026;22/04/2026;KIKO MILANO - 3D hydra lip oil (04 Cherry Cherry);62000;2;;Móvil;1941892911;Sí;;;;No;;;9640.75;3;13061.66;;;109297.59;Tarjeta de crédito;08/04/2026 10:09:13;;;;
5978;a27c524aac;08/04/2026 10:02:04;Archivada;Recibido;Entregado;ARS;30000;6000.00;0;24000;Capital Federal;Argentina;Beauty House;Pago Nube;;08/04/2026;09/04/2026;SHOOW TOOLS - FOXY #1 (1 PAIR);12000;1;850056827201;Móvil;1940951912;Sí;;;;No;;;294.62;;;600.00;;23105.38;Transferencia o depósito;08/04/2026 10:02:58;;;11/04/2026 23:59:59;
5978;a27c524aac;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
